timestamp,open,high,low,close,volume
2019-08-23,3.3700,4.2500,3.2800,3.6500,51024035
2019-08-16,3.5800,3.7600,3.1500,3.3200,22143285
2019-08-09,3.7200,3.9100,3.5750,3.5900,22081373
2019-08-02,4.0200,4.1800,3.7500,3.7800,23998612
2019-07-26,4.3300,4.4000,3.9600,4.0100,28211825
2019-07-19,4.8700,4.8900,4.1200,4.3200,36229604
2019-07-12,5.5000,5.5500,4.7300,4.9100,50338460
2019-07-05,5.5300,5.6400,5.2700,5.5200,25425891
2019-06-28,5.4100,5.5900,5.2800,5.4700,19112835
2019-06-21,5.6300,5.8300,5.3100,5.4200,23618447
2019-06-14,5.3700,5.8500,5.2900,5.6300,48410082
2019-06-07,7.5800,7.8500,4.7100,5.0200,79162820
2019-05-31,7.8500,7.9900,7.3200,7.5800,13539152
2019-05-24,8.4600,8.5200,7.6700,7.8200,21718426
2019-05-17,8.3300,8.8400,8.1700,8.6100,11627859
2019-05-10,8.8500,8.9200,8.3600,8.4800,11701457
2019-05-03,8.8900,8.9900,8.4700,8.9700,14591582
2019-04-26,8.7500,9.0600,8.5300,8.8900,19770928
2019-04-18,9.2700,9.3500,8.7400,8.7700,17982662
2019-04-12,9.7900,10.0800,9.2900,9.3200,17660684
2019-04-05,10.2900,10.4200,8.8200,9.8600,53345633
2019-03-29,10.4600,10.5400,10.0700,10.1600,16668858
2019-03-22,11.0900,11.2400,10.3500,10.4500,16139362
2019-03-15,10.9800,11.6385,10.8900,11.0600,13437146
2019-03-08,11.7900,12.1000,10.7500,10.9700,19062539
2019-03-01,11.3800,12.0100,11.3800,11.7500,13871201
2019-02-22,11.4600,11.4700,11.0100,11.3700,12005049
2019-02-15,11.3800,11.7450,11.1600,11.4300,11410072
2019-02-08,11.2400,11.8100,11.0000,11.3500,15844882
2019-02-01,15.7400,15.7900,11.1000,11.2400,51533166
2019-01-25,15.8100,16.0600,15.1299,15.9000,8222947
2019-01-18,15.8400,16.9030,15.1900,15.9300,18121919
2019-01-11,15.1100,16.3900,14.9400,15.8500,17041152
2019-01-04,12.3300,15.2900,12.3050,15.2400,18580840
2018-12-28,11.9700,12.4900,11.5600,12.2800,7593949
2018-12-21,12.6600,13.1028,11.7650,11.9600,14370813
2018-12-14,13.3800,13.5300,12.6700,12.7600,11050171
2018-12-07,13.8200,14.1100,13.2400,13.6800,14355343
2018-11-30,13.9900,15.2200,12.8000,13.6600,29048629
2018-11-23,12.8400,14.5000,12.1400,13.5000,24658581
2018-11-16,14.6600,14.7800,12.4500,12.7900,16891558
2018-11-09,15.5500,15.5600,14.3150,14.6400,9554964
2018-11-02,13.8400,15.7550,13.7700,15.6100,11421852
2018-10-26,14.8200,15.6000,13.6400,13.7100,11727069
2018-10-19,14.8100,15.4800,14.4700,14.7300,10123098
2018-10-12,14.7100,15.4499,14.6500,14.8000,10651981
2018-10-05,15.2800,15.5400,14.5800,14.6800,12796893
2018-09-28,16.4200,16.4200,15.1900,15.2700,12091739
2018-09-21,16.7100,16.8600,16.3450,16.5200,10462045
2018-09-14,16.1600,17.0400,15.8700,16.7900,15610156
2018-09-07,13.1700,16.5300,13.0800,16.1300,36980821
2018-08-31,16.4700,16.5000,13.1800,13.2700,33274178
2018-08-24,15.4000,17.2700,15.3500,16.5500,23514881
2018-08-17,15.3500,15.5700,14.9900,15.3300,9504968
2018-08-10,14.8800,15.6000,14.7400,15.3200,10966744
2018-08-03,14.8800,14.9800,14.4000,14.8500,11501458
2018-07-27,15.0500,15.0900,14.2500,14.8300,9818224
2018-07-20,15.2700,15.4200,14.3150,15.0800,10777812
2018-07-13,15.5700,15.6250,14.4600,15.2800,13382093
2018-07-06,14.5900,15.2300,14.0000,15.1500,13785503
2018-06-29,15.4100,15.7200,14.4900,14.5700,12944237
2018-06-22,13.9500,15.9800,13.3700,15.5200,54549592
2018-06-15,14.1500,14.3700,12.7000,13.9600,37600843
2018-06-08,13.7900,14.6900,13.4400,14.5300,26386207
2018-06-01,12.5800,13.7200,12.5500,13.7200,41545221
2018-05-25,12.5200,12.9100,12.4400,12.6700,18289210
2018-05-18,12.6900,13.8800,12.2550,12.4600,29585014
2018-05-11,13.0200,13.2000,12.4650,12.7100,19336291
2018-05-04,13.9700,14.0000,12.7400,13.0000,18738325
2018-04-27,12.9000,13.9100,12.9000,13.8600,16662658
2018-04-20,13.7300,14.1800,12.8100,12.8800,19798822
2018-04-13,13.5100,13.9800,13.4300,13.6100,22084616
2018-04-06,12.5100,13.6600,12.5000,13.4300,32640211
2018-03-29,13.7000,14.3100,12.2000,12.6200,42568089
2018-03-23,15.2400,15.4100,13.4900,13.5000,20842252
2018-03-16,15.8500,16.0100,15.2600,15.4200,16173798
2018-03-09,15.8700,16.1700,15.4800,15.8500,16833746
2018-03-02,16.0000,16.5900,15.3800,15.9300,18499895
2018-02-23,16.3000,16.3200,15.5700,15.9700,10418512
2018-02-16,16.2900,16.9700,15.4900,16.4000,12897186
2018-02-09,16.1400,16.6700,15.1010,16.1700,23228642
2018-02-02,17.0500,17.2700,16.2200,16.2300,13811363
2018-01-26,18.2200,18.2700,16.6100,17.0600,18802141
2018-01-19,18.0000,18.2800,17.0400,18.1300,19445650
2018-01-12,18.8000,20.3100,17.6300,17.7600,30842365
2018-01-05,17.9600,18.7300,17.7800,18.6800,12293004
2017-12-29,18.2900,19.1800,17.9400,17.9500,8918686
2017-12-22,18.5000,18.8000,18.0100,18.2900,12635701
2017-12-15,19.2800,19.3573,18.1700,18.3400,15725239
2017-12-08,19.0400,19.8600,18.6050,19.2000,16232856
2017-12-01,17.5900,19.6900,17.5900,18.7700,26974259
2017-11-24,16.4000,18.7000,16.0300,17.4200,37776133
2017-11-17,16.4300,16.8400,15.8500,16.3100,19607196
2017-11-10,18.0700,18.2100,16.2200,16.4300,16706883
2017-11-03,19.4300,19.4700,18.1000,18.1000,11756272
2017-10-27,20.1400,20.5500,18.9200,19.3400,10135418
2017-10-20,19.6900,20.3200,19.2000,20.1300,7615440
2017-10-13,20.0700,20.2850,19.3200,19.7100,8719009
2017-10-06,20.6500,20.6800,20.0200,20.0200,6922793
2017-09-29,20.0300,20.9700,20.0100,20.6600,8612940
2017-09-22,20.3900,20.6300,19.8600,20.0100,7080958
2017-09-15,19.2100,20.4400,19.1300,20.2900,11704042
2017-09-08,18.6900,19.3500,18.5550,19.1500,10570437
2017-09-01,19.4100,19.7000,18.4700,18.6700,17056068
2017-08-25,21.1600,22.1200,18.7200,19.4000,30700426
2017-08-18,21.9500,21.9900,20.7800,21.2200,11876355
2017-08-11,21.9400,22.3700,21.0700,21.7600,7335035
2017-08-04,21.5500,22.1100,21.1400,21.9300,7727034
2017-07-28,20.7000,21.7550,20.6500,21.5000,10163304
2017-07-21,21.0300,21.5800,20.7200,20.7800,9202109
2017-07-14,20.8900,21.4300,20.7900,21.0200,6818245
2017-07-07,21.7700,22.0000,20.8600,20.9100,7452411
2017-06-30,20.6700,21.8000,20.6600,21.6100,10068599
